model,horizon,trial_id,parameters,validation_micro_wape,validation_macro_wape,validation_mae,validation_rmse,training_duration_sec,seed
LightGBM,7,11,"{""objective"": ""regression_l1"", ""learning_rate"": 0.02, ""num_leaves"": 15, ""min_child_samples"": 30, ""subsample"": 0.8, ""colsample_bytree"": 0.7, ""reg_alpha"": 1.0, ""reg_lambda"": 1.0}",19.128874396209284,27.88390553103915,20.500414690417486,23.931279813946606,0.14791499999773805,42
LightGBM,7,12,"{""objective"": ""regression_l1"", ""learning_rate"": 0.06, ""num_leaves"": 25, ""min_child_samples"": 20, ""subsample"": 0.85, ""colsample_bytree"": 0.85, ""reg_alpha"": 0.2, ""reg_lambda"": 0.2}",18.308675846042842,21.41634093775901,19.621407904204116,24.232953969187257,0.22700450000047567,42
LightGBM,8,1,"{""objective"": ""regression"", ""learning_rate"": 0.05, ""num_leaves"": 31, ""min_child_samples"": 20, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.0, ""reg_lambda"": 0.0}",21.122217177765755,23.59328115885878,22.580706273890478,27.230773355127145,0.23684070000308566,42
LightGBM,8,2,"{""objective"": ""regression_l1"", ""learning_rate"": 0.05, ""num_leaves"": 31, ""min_child_samples"": 20, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.0, ""reg_lambda"": 0.0}",19.58647832258479,23.318662351909598,20.93892465075927,25.570200145237866,0.20607249999738997,42
LightGBM,8,3,"{""objective"": ""regression_l1"", ""learning_rate"": 0.03, ""num_leaves"": 31, ""min_child_samples"": 25, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.5, ""reg_lambda"": 0.5}",19.854804163212766,26.262108324624382,21.225778390682606,25.59412536328932,0.16994589999740128,42
LightGBM,8,4,"{""objective"": ""regression_l1"", ""learning_rate"": 0.04, ""num_leaves"": 20, ""min_child_samples"": 25, ""subsample"": 0.75, ""colsample_bytree"": 0.75, ""reg_alpha"": 0.5, ""reg_lambda"": 1.0}",19.799296875801392,24.27826833103282,21.16643832507548,25.658710351078703,0.16960199999812176,42
LightGBM,8,5,"{""objective"": ""regression"", ""learning_rate"": 0.04, ""num_leaves"": 20, ""min_child_samples"": 25, ""subsample"": 0.75, ""colsample_bytree"": 0.75, ""reg_alpha"": 0.5, ""reg_lambda"": 1.0}",20.705544686226403,24.404883303984697,22.135262546810335,26.68829243576044,0.18573990000004414,42
LightGBM,8,6,"{""objective"": ""regression_l1"", ""learning_rate"": 0.03, ""num_leaves"": 15, ""min_child_samples"": 30, ""subsample"": 0.7, ""colsample_bytree"": 0.7, ""reg_alpha"": 1.0, ""reg_lambda"": 1.0}",19.517470837698166,25.924771996120068,20.865152199041226,25.13850849715556,0.14729860000079498,42
LightGBM,8,7,"{""objective"": ""regression"", ""learning_rate"": 0.03, ""num_leaves"": 15, ""min_child_samples"": 30, ""subsample"": 0.7, ""colsample_bytree"": 0.7, ""reg_alpha"": 1.0, ""reg_lambda"": 1.0}",20.244528552671053,25.54868093057245,21.64241324923299,26.14194625358631,0.15480419999948936,42
LightGBM,8,8,"{""objective"": ""regression_l1"", ""learning_rate"": 0.03, ""num_leaves"": 10, ""min_child_samples"": 35, ""subsample"": 0.7, ""colsample_bytree"": 0.65, ""reg_alpha"": 1.5, ""reg_lambda"": 2.0}",19.875142450515366,26.417661101919958,21.24752103672345,25.686270087814812,0.1291732999998203,42
LightGBM,8,9,"{""objective"": ""regression_l1"", ""learning_rate"": 0.02, ""num_leaves"": 7, ""min_child_samples"": 40, ""subsample"": 0.7, ""colsample_bytree"": 0.6, ""reg_alpha"": 2.0, ""reg_lambda"": 2.0}",20.889672642036228,31.43595106771522,22.33210453796883,25.744972454069558,0.12343089999922086,42
LightGBM,8,10,"{""objective"": ""regression"", ""learning_rate"": 0.02, ""num_leaves"": 7, ""min_child_samples"": 40, ""subsample"": 0.7, ""colsample_bytree"": 0.6, ""reg_alpha"": 2.0, ""reg_lambda"": 2.0}",20.50577985373202,30.56471696321972,21.921703952632214,25.444047854600928,0.11563179999939166,42
LightGBM,8,11,"{""objective"": ""regression_l1"", ""learning_rate"": 0.02, ""num_leaves"": 15, ""min_child_samples"": 30, ""subsample"": 0.8, ""colsample_bytree"": 0.7, ""reg_alpha"": 1.0, ""reg_lambda"": 1.0}",20.338744793209756,30.699678819660672,21.743135121180888,25.393787521116185,0.1387505999991845,42
LightGBM,8,12,"{""objective"": ""regression_l1"", ""learning_rate"": 0.06, ""num_leaves"": 25, ""min_child_samples"": 20, ""subsample"": 0.85, ""colsample_bytree"": 0.85, ""reg_alpha"": 0.2, ""reg_lambda"": 0.2}",19.862470397221323,23.40035028150447,21.233973978149457,25.73121866794061,0.2597596000014164,42
XGBoost,1,1,"{""objective"": ""reg:squarederror"", ""learning_rate"": 0.05, ""max_depth"": 6, ""min_child_weight"": 1, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0}",8.954648567529663,10.977013960726605,10.145616827011109,13.044584982744952,2.3672612000009394,42
XGBoost,1,2,"{""objective"": ""reg:absoluteerror"", ""learning_rate"": 0.05, ""max_depth"": 6, ""min_child_weight"": 1, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0}",9.461758808024879,11.653312078715937,10.720172729492187,13.653975931454642,0.5818668000028993,42
XGBoost,1,3,"{""objective"": ""reg:absoluteerror"", ""learning_rate"": 0.04, ""max_depth"": 5, ""min_child_weight"": 2, ""subsample"": 0.8, ""colsample_bytree"": 0.75, ""reg_alpha"": 0.5, ""reg_lambda"": 1.0}",9.623309208667079,12.364720980168823,10.9032093334198,13.842299632281982,0.4334240999996837,42
XGBoost,1,4,"{""objective"": ""reg:absoluteerror"", ""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_weight"": 3, ""subsample"": 0.75, ""colsample_bytree"": 0.7, ""reg_alpha"": 1.0, ""reg_lambda"": 1.5}",10.11065244043389,14.392655235773391,11.455369215011597,14.819900604639006,0.3358224000003247,42
XGBoost,1,5,"{""objective"": ""reg:squarederror"", ""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_weight"": 3, ""subsample"": 0.75, ""colsample_bytree"": 0.7, ""reg_alpha"": 1.0, ""reg_lambda"": 1.5}",9.282633098794209,12.86343695178392,10.517223300933837,13.273671168893236,0.31715970000004745,42
XGBoost,1,6,"{""objective"": ""reg:absoluteerror"", ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 4, ""subsample"": 0.7, ""colsample_bytree"": 0.65, ""reg_alpha"": 1.5, ""reg_lambda"": 2.0}",10.245624215647066,14.578180726020868,11.608292236328126,15.013893304547034,0.279201400000602,42
XGBoost,1,7,"{""objective"": ""reg:squarederror"", ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 4, ""subsample"": 0.7, ""colsample_bytree"": 0.65, ""reg_alpha"": 1.5, ""reg_lambda"": 2.0}",9.201309594661918,12.992008519752304,10.425083770751954,13.150962508379681,0.26734370000122,42
XGBoost,1,8,"{""objective"": ""reg:absoluteerror"", ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_weight"": 5, ""subsample"": 0.7, ""colsample_bytree"": 0.6, ""reg_alpha"": 2.0, ""reg_lambda"": 3.0}",13.265450806714535,20.909205011941385,15.029755764007568,19.57051078125953,0.29178239999964717,42
XGBoost,1,9,"{""objective"": ""reg:absoluteerror"", ""learning_rate"": 0.02, ""max_depth"": 4, ""min_child_weight"": 3, ""subsample"": 0.8, ""colsample_bytree"": 0.7, ""reg_alpha"": 1.0, ""reg_lambda"": 1.0}",12.966898339886846,20.487056340432073,14.691495819091797,19.03072280203102,0.3618416999997862,42
XGBoost,1,10,"{""objective"": ""reg:absoluteerror"", ""learning_rate"": 0.06, ""max_depth"": 6, ""min_child_weight"": 2, ""subsample"": 0.85, ""colsample_bytree"": 0.85, ""reg_alpha"": 0.2, ""reg_lambda"": 0.5}",9.341382508980733,11.322738715208736,10.583786382675171,13.253931742021498,0.5506214999986696,42
XGBoost,1,11,"{""objective"": ""reg:squarederror"", ""learning_rate"": 0.06, ""max_depth"": 5, ""min_child_weight"": 2, ""subsample"": 0.85, ""colsample_bytree"": 0.85, ""reg_alpha"": 0.2, ""reg_lambda"": 0.5}",9.079158956354314,11.04634382726725,10.28668709754944,13.214194721973271,0.3958407999998599,42
XGBoost,1,12,"{""objective"": ""reg:absoluteerror"", ""learning_rate"": 0.04, ""max_depth"": 4, ""min_child_weight"": 2, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.5, ""reg_lambda"": 1.0}",9.37020447437256,12.213543509271966,10.61644166946411,13.437805519618612,0.36179550000088057,42
XGBoost,2,1,"{""objective"": ""reg:squarederror"", ""learning_rate"": 0.05, ""max_depth"": 6, ""min_child_weight"": 1, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0}",9.572793273646827,11.261721608465205,10.99626763343811,14.569625636142634,0.6147773999982746,42
XGBoost,2,2,"{""objective"": ""reg:absoluteerror"", ""learning_rate"": 0.05, ""max_depth"": 6, ""min_child_weight"": 1, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0}",9.502776634021705,11.391609365693025,10.915839519500732,14.420303203278591,0.5090675999999803,42
XGBoost,2,3,"{""objective"": ""reg:absoluteerror"", ""learning_rate"": 0.04, ""max_depth"": 5, ""min_child_weight"": 2, ""subsample"": 0.8, ""colsample_bytree"": 0.75, ""reg_alpha"": 0.5, ""reg_lambda"": 1.0}",9.473366362521157,11.13846310599643,10.882055940628051,14.346525453736884,0.38804529999833903,42
XGBoost,2,4,"{""objective"": ""reg:absoluteerror"", ""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_weight"": 3, ""subsample"": 0.75, ""colsample_bytree"": 0.7, ""reg_alpha"": 1.0, ""reg_lambda"": 1.5}",9.877422263357236,12.533494694413996,11.346194953918458,15.523136439105432,0.2979756000022462,42
XGBoost,2,5,"{""objective"": ""reg:squarederror"", ""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_weight"": 3, ""subsample"": 0.75, ""colsample_bytree"": 0.7, ""reg_alpha"": 1.0, ""reg_lambda"": 1.5}",9.18876929892109,11.376896789956934,10.555139293670655,13.837359253146907,0.28589699999793083,42
XGBoost,2,6,"{""objective"": ""reg:absoluteerror"", ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 4, ""subsample"": 0.7, ""colsample_bytree"": 0.65, ""reg_alpha"": 1.5, ""reg_lambda"": 2.0}",10.078517016848105,12.85909803283258,11.577192497253417,15.688360832386305,0.25522709999859217,42
XGBoost,2,7,"{""objective"": ""reg:squarederror"", ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 4, ""subsample"": 0.7, ""colsample_bytree"": 0.65, ""reg_alpha"": 1.5, ""reg_lambda"": 2.0}",9.117137813958319,11.26234542135504,10.47285620689392,13.787774455947725,0.2228324000025168,42
XGBoost,2,8,"{""objective"": ""reg:absoluteerror"", ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_weight"": 5, ""subsample"": 0.7, ""colsample_bytree"": 0.6, ""reg_alpha"": 2.0, ""reg_lambda"": 3.0}",12.528410876939864,17.536495859828467,14.39138557434082,19.348777928561926,0.2502277999992657,42
XGBoost,2,9,"{""objective"": ""reg:absoluteerror"", ""learning_rate"": 0.02, ""max_depth"": 4, ""min_child_weight"": 3, ""subsample"": 0.8, ""colsample_bytree"": 0.7, ""reg_alpha"": 1.0, ""reg_lambda"": 1.0}",12.411130870448149,17.4080966885207,14.256666030883789,18.927664401475006,0.3213934999985213,42
XGBoost,2,10,"{""objective"": ""reg:absoluteerror"", ""learning_rate"": 0.06, ""max_depth"": 6, ""min_child_weight"": 2, ""subsample"": 0.85, ""colsample_bytree"": 0.85, ""reg_alpha"": 0.2, ""reg_lambda"": 0.5}",9.697809084034406,11.602299814237108,11.139873294830322,14.731725874406875,0.5094129999997676,42
XGBoost,2,11,"{""objective"": ""reg:squarederror"", ""learning_rate"": 0.06, ""max_depth"": 5, ""min_child_weight"": 2, ""subsample"": 0.85, ""colsample_bytree"": 0.85, ""reg_alpha"": 0.2, ""reg_lambda"": 0.5}",9.325299869476583,11.056663815210936,10.71197196006775,14.151437448713816,0.3826173000015842,42
XGBoost,2,12,"{""objective"": ""reg:absoluteerror"", ""learning_rate"": 0.04, ""max_depth"": 4, ""min_child_weight"": 2, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.5, ""reg_lambda"": 1.0}",9.080980016469768,10.826665806568844,10.431321744918824,13.940657316992022,0.3987754000008863,42
XGBoost,3,1,"{""objective"": ""reg:squarederror"", ""learning_rate"": 0.05, ""max_depth"": 6, ""min_child_weight"": 1, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0}",10.80210770383573,12.292416836441364,12.278755826950073,15.97129527985855,0.5405019999998331,42
XGBoost,3,2,"{""objective"": ""reg:absoluteerror"", ""learning_rate"": 0.05, ""max_depth"": 6, ""min_child_weight"": 1, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0}",10.754005745573725,12.531244681856858,12.224078330993652,15.650453266385059,0.5130064000004495,42
XGBoost,3,3,"{""objective"": ""reg:absoluteerror"", ""learning_rate"": 0.04, ""max_depth"": 5, ""min_child_weight"": 2, ""subsample"": 0.8, ""colsample_bytree"": 0.75, ""reg_alpha"": 0.5, ""reg_lambda"": 1.0}",10.547964287861321,12.816714633870244,11.989871006011963,15.335068509753004,0.38550389999727486,42
XGBoost,3,4,"{""objective"": ""reg:absoluteerror"", ""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_weight"": 3, ""subsample"": 0.75, ""colsample_bytree"": 0.7, ""reg_alpha"": 1.0, ""reg_lambda"": 1.5}",11.133076125885195,14.572950393243078,12.654967632293701,16.016343860386684,0.29796519999945303,42
XGBoost,3,5,"{""objective"": ""reg:squarederror"", ""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_weight"": 3, ""subsample"": 0.75, ""colsample_bytree"": 0.7, ""reg_alpha"": 1.0, ""reg_lambda"": 1.5}",10.392923767044202,13.030408314136778,11.813636445999146,14.737607800123133,0.2844793000003847,42
XGBoost,3,6,"{""objective"": ""reg:absoluteerror"", ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 4, ""subsample"": 0.7, ""colsample_bytree"": 0.65, ""reg_alpha"": 1.5, ""reg_lambda"": 2.0}",11.483515016823088,15.113113764475566,13.053311519622802,16.52323536597875,0.2547947999992175,42
XGBoost,3,7,"{""objective"": ""reg:squarederror"", ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 4, ""subsample"": 0.7, ""colsample_bytree"": 0.65, ""reg_alpha"": 1.5, ""reg_lambda"": 2.0}",10.536025622762098,13.303890577084662,11.976300325393677,14.891741188513583,0.23641660000066622,42
XGBoost,3,8,"{""objective"": ""reg:absoluteerror"", ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_weight"": 5, ""subsample"": 0.7, ""colsample_bytree"": 0.6, ""reg_alpha"": 2.0, ""reg_lambda"": 3.0}",13.852397116295862,20.122747250604775,15.746019802093507,20.073476233416297,0.24967689999903087,42
XGBoost,3,9,"{""objective"": ""reg:absoluteerror"", ""learning_rate"": 0.02, ""max_depth"": 4, ""min_child_weight"": 3, ""subsample"": 0.8, ""colsample_bytree"": 0.7, ""reg_alpha"": 1.0, ""reg_lambda"": 1.0}",13.734636133092787,19.913377318367687,15.612160892486573,19.81006974188746,0.30246659999829717,42
XGBoost,3,10,"{""objective"": ""reg:absoluteerror"", ""learning_rate"": 0.06, ""max_depth"": 6, ""min_child_weight"": 2, ""subsample"": 0.85, ""colsample_bytree"": 0.85, ""reg_alpha"": 0.2, ""reg_lambda"": 0.5}",10.384914941520083,12.055515685138143,11.80453281402588,15.134754030842737,0.4464259000014863,42
XGBoost,3,11,"{""objective"": ""reg:squarederror"", ""learning_rate"": 0.06, ""max_depth"": 5, ""min_child_weight"": 2, ""subsample"": 0.85, ""colsample_bytree"": 0.85, ""reg_alpha"": 0.2, ""reg_lambda"": 0.5}",10.753153185736613,12.171832505121026,12.223109226226807,15.900319609509646,0.32835890000205836,42
XGBoost,3,12,"{""objective"": ""reg:absoluteerror"", ""learning_rate"": 0.04, ""max_depth"": 4, ""min_child_weight"": 2, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.5, ""reg_lambda"": 1.0}",10.493143418433641,12.647577353000703,11.92755612373352,15.30958147275625,0.2772016999988409,42
XGBoost,4,1,"{""objective"": ""reg:squarederror"", ""learning_rate"": 0.05, ""max_depth"": 6, ""min_child_weight"": 1, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0}",11.486654726087506,13.244668061792366,12.852992305755615,16.24769791248075,0.5667752000008477,42
XGBoost,4,2,"{""objective"": ""reg:absoluteerror"", ""learning_rate"": 0.05, ""max_depth"": 6, ""min_child_weight"": 1, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0}",10.797844604713102,13.007279934202437,12.082248220443725,15.373421285980152,0.4416875999995682,42
XGBoost,4,3,"{""objective"": ""reg:absoluteerror"", ""learning_rate"": 0.04, ""max_depth"": 5, ""min_child_weight"": 2, ""subsample"": 0.8, ""colsample_bytree"": 0.75, ""reg_alpha"": 0.5, ""reg_lambda"": 1.0}",10.803850583818356,13.322294916568449,12.08896861076355,15.179097181579177,0.35829590000139433,42
XGBoost,4,4,"{""objective"": ""reg:absoluteerror"", ""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_weight"": 3, ""subsample"": 0.75, ""colsample_bytree"": 0.7, ""reg_alpha"": 1.0, ""reg_lambda"": 1.5}",11.053733113165851,15.299279439519507,12.36857466697693,15.287105410072867,0.2731486999982735,42
XGBoost,4,5,"{""objective"": ""reg:squarederror"", ""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_weight"": 3, ""subsample"": 0.75, ""colsample_bytree"": 0.7, ""reg_alpha"": 1.0, ""reg_lambda"": 1.5}",11.110767209554913,14.222713067464081,12.43239296913147,15.356500002487095,0.2641741000006732,42
XGBoost,4,6,"{""objective"": ""reg:absoluteerror"", ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 4, ""subsample"": 0.7, ""colsample_bytree"": 0.65, ""reg_alpha"": 1.5, ""reg_lambda"": 2.0}",11.55987550396346,15.811317335370477,12.934922695159912,15.923662041764935,0.22772009999971488,42
XGBoost,4,7,"{""objective"": ""reg:squarederror"", ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 4, ""subsample"": 0.7, ""colsample_bytree"": 0.65, ""reg_alpha"": 1.5, ""reg_lambda"": 2.0}",11.358721500544858,14.742589518402218,12.709841423034668,15.57604719496172,0.20723590000125114,42
XGBoost,4,8,"{""objective"": ""reg:absoluteerror"", ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_weight"": 5, ""subsample"": 0.7, ""colsample_bytree"": 0.6, ""reg_alpha"": 2.0, ""reg_lambda"": 3.0}",13.538159982752953,20.853966125631313,15.148524112701416,18.701871459441957,0.2080497999995714,42
XGBoost,4,9,"{""objective"": ""reg:absoluteerror"", ""learning_rate"": 0.02, ""max_depth"": 4, ""min_child_weight"": 3, ""subsample"": 0.8, ""colsample_bytree"": 0.7, ""reg_alpha"": 1.0, ""reg_lambda"": 1.0}",13.158711334928078,20.36214201298794,14.723940048217774,18.127091127099014,0.26536940000005416,42
XGBoost,4,10,"{""objective"": ""reg:absoluteerror"", ""learning_rate"": 0.06, ""max_depth"": 6, ""min_child_weight"": 2, ""subsample"": 0.85, ""colsample_bytree"": 0.85, ""reg_alpha"": 0.2, ""reg_lambda"": 0.5}",11.41421320909384,13.38553159743487,12.771933870315552,16.166609537683275,0.3973471999997855,42
XGBoost,4,11,"{""objective"": ""reg:squarederror"", ""learning_rate"": 0.06, ""max_depth"": 5, ""min_child_weight"": 2, ""subsample"": 0.85, ""colsample_bytree"": 0.85, ""reg_alpha"": 0.2, ""reg_lambda"": 0.5}",11.598843840823172,13.298424712452258,12.978526315689088,16.55586551853488,0.3157385999984399,42
XGBoost,4,12,"{""objective"": ""reg:absoluteerror"", ""learning_rate"": 0.04, ""max_depth"": 4, ""min_child_weight"": 2, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.5, ""reg_lambda"": 1.0}",10.765710804523053,13.344494693025652,12.046292104721068,15.127005131380086,0.262882000002719,42
XGBoost,5,1,"{""objective"": ""reg:squarederror"", ""learning_rate"": 0.05, ""max_depth"": 6, ""min_child_weight"": 1, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0}",11.567787375127816,13.875455955782726,12.95476508140564,16.675955686618142,0.4124779000012495,42
XGBoost,5,2,"{""objective"": ""reg:absoluteerror"", ""learning_rate"": 0.05, ""max_depth"": 6, ""min_child_weight"": 1, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0}",11.647563061976882,13.99342615672744,13.04410587310791,16.557622138480564,0.4407585000008112,42
XGBoost,5,3,"{""objective"": ""reg:absoluteerror"", ""learning_rate"": 0.04, ""max_depth"": 5, ""min_child_weight"": 2, ""subsample"": 0.8, ""colsample_bytree"": 0.75, ""reg_alpha"": 0.5, ""reg_lambda"": 1.0}",11.459616190919451,14.076793548228434,12.833624172210694,16.275268623542395,0.30817540000134613,42
XGBoost,5,4,"{""objective"": ""reg:absoluteerror"", ""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_weight"": 3, ""subsample"": 0.75, ""colsample_bytree"": 0.7, ""reg_alpha"": 1.0, ""reg_lambda"": 1.5}",11.588832069394929,15.608771974823629,12.97833303451538,16.229466401055824,0.2454424999996263,42
XGBoost,5,5,"{""objective"": ""reg:squarederror"", ""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_weight"": 3, ""subsample"": 0.75, ""colsample_bytree"": 0.7, ""reg_alpha"": 1.0, ""reg_lambda"": 1.5}",11.514437348728297,14.863989237572037,12.895018386840821,16.215874296201676,0.24267450000115787,42
XGBoost,5,6,"{""objective"": ""reg:absoluteerror"", ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 4, ""subsample"": 0.7, ""colsample_bytree"": 0.65, ""reg_alpha"": 1.5, ""reg_lambda"": 2.0}",11.797937515303753,15.753479613976456,13.212510223388671,16.759434648924312,0.22302189999754773,42
XGBoost,5,7,"{""objective"": ""reg:squarederror"", ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 4, ""subsample"": 0.7, ""colsample_bytree"": 0.65, ""reg_alpha"": 1.5, ""reg_lambda"": 2.0}",11.662799190736177,14.986172759196212,13.061168813705445,16.483458465896025,0.18597040000167908,42
XGBoost,5,8,"{""objective"": ""reg:absoluteerror"", ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_weight"": 5, ""subsample"": 0.7, ""colsample_bytree"": 0.6, ""reg_alpha"": 2.0, ""reg_lambda"": 3.0}",14.187048452114864,21.00986620877642,15.888075561523438,19.343181516737936,0.20197629999893252,42
XGBoost,5,9,"{""objective"": ""reg:absoluteerror"", ""learning_rate"": 0.02, ""max_depth"": 4, ""min_child_weight"": 3, ""subsample"": 0.8, ""colsample_bytree"": 0.7, ""reg_alpha"": 1.0, ""reg_lambda"": 1.0}",13.47913407398043,20.353145365493905,15.095282249450683,18.373207471306756,0.24698930000158725,42
XGBoost,5,10,"{""objective"": ""reg:absoluteerror"", ""learning_rate"": 0.06, ""max_depth"": 6, ""min_child_weight"": 2, ""subsample"": 0.85, ""colsample_bytree"": 0.85, ""reg_alpha"": 0.2, ""reg_lambda"": 0.5}",11.87283462877305,14.133825400848876,13.29638750076294,16.634440153709075,0.3801582000014605,42
XGBoost,5,11,"{""objective"": ""reg:squarederror"", ""learning_rate"": 0.06, ""max_depth"": 5, ""min_child_weight"": 2, ""subsample"": 0.85, ""colsample_bytree"": 0.85, ""reg_alpha"": 0.2, ""reg_lambda"": 0.5}",11.96117462436156,13.9920948021421,13.39531946182251,17.511761980406074,0.3033523999984027,42
XGBoost,5,12,"{""objective"": ""reg:absoluteerror"", ""learning_rate"": 0.04, ""max_depth"": 4, ""min_child_weight"": 2, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.5, ""reg_lambda"": 1.0}",11.719963846275643,14.462242161424776,13.125187511444091,16.376374025972737,0.257988800000021,42
XGBoost,6,1,"{""objective"": ""reg:squarederror"", ""learning_rate"": 0.05, ""max_depth"": 6, ""min_child_weight"": 1, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0}",13.731676867942632,16.23589557167018,15.389776849746704,19.47849847133603,0.46057459999792627,42
XGBoost,6,2,"{""objective"": ""reg:absoluteerror"", ""learning_rate"": 0.05, ""max_depth"": 6, ""min_child_weight"": 1, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0}",13.461847639285956,16.191613345088765,15.087365741729736,19.387615887567584,0.40680439999778173,42
XGBoost,6,3,"{""objective"": ""reg:absoluteerror"", ""learning_rate"": 0.04, ""max_depth"": 5, ""min_child_weight"": 2, ""subsample"": 0.8, ""colsample_bytree"": 0.75, ""reg_alpha"": 0.5, ""reg_lambda"": 1.0}",13.202694738227663,16.356745713840347,14.796920127868653,18.70810485450517,0.2979920999969181,42
XGBoost,6,4,"{""objective"": ""reg:absoluteerror"", ""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_weight"": 3, ""subsample"": 0.75, ""colsample_bytree"": 0.7, ""reg_alpha"": 1.0, ""reg_lambda"": 1.5}",13.378933632770021,18.19611369484916,14.994439868927001,18.621900098506458,0.249340200000006,42
XGBoost,6,5,"{""objective"": ""reg:squarederror"", ""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_weight"": 3, ""subsample"": 0.75, ""colsample_bytree"": 0.7, ""reg_alpha"": 1.0, ""reg_lambda"": 1.5}",13.370428517171643,17.149590043868148,14.984907760620118,18.81422381707799,0.22955559999900288,42
XGBoost,6,6,"{""objective"": ""reg:absoluteerror"", ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 4, ""subsample"": 0.7, ""colsample_bytree"": 0.65, ""reg_alpha"": 1.5, ""reg_lambda"": 2.0}",13.632203169547633,18.434251819490722,15.278291702270508,18.933842043314126,0.2021856999999727,42
XGBoost,6,7,"{""objective"": ""reg:squarederror"", ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 4, ""subsample"": 0.7, ""colsample_bytree"": 0.65, ""reg_alpha"": 1.5, ""reg_lambda"": 2.0}",13.582670725325297,17.47603326902316,15.222778215408326,18.975457352750546,0.1866702000006626,42
XGBoost,6,8,"{""objective"": ""reg:absoluteerror"", ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_weight"": 5, ""subsample"": 0.7, ""colsample_bytree"": 0.6, ""reg_alpha"": 2.0, ""reg_lambda"": 3.0}",15.297150655487354,23.4546585370082,17.14428159713745,20.520555040835927,0.20019519999914337,42
